date,year,month,target_region,province_city,latitude,longitude,provider,rainfall_mm,temperature_mean_c,humidity_mean_pct,wind_speed_mean_kph,severity_proxy,source_url,notes
2025-09-01,2025,9,Region IV-A,Quezon,14.0797,120.6364,Open-Meteo,348.1,28.0,76,18.6,0.73,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-09-01,2025,9,MIMAROPA,Marinduque,13.4013,120.9985,Open-Meteo,377.5,25.3,68,23.3,0.43,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-09-01,2025,9,Region V,Camarines Norte,13.4244,120.6893,Open-Meteo,421.4,26.1,79,16.1,0.54,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-09-01,2025,9,Region V,Camarines Sur,13.8284,120.9799,Open-Meteo,361.3,28.8,78,16.3,0.53,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-09-01,2025,9,Region IV-A,Cavite,14.3705,121.3187,Open-Meteo,324.9,27.2,73,28.0,0.58,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-09-01,2025,9,Region IV-A,Laguna,13.7647,120.6719,Open-Meteo,331.0,30.0,85,23.8,0.66,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-09-01,2025,9,Region V,Albay,13.5579,120.8951,Open-Meteo,399.9,29.1,68,31.6,0.76,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-10-01,2025,10,Region IV-A,Batangas,14.2722,121.1895,Open-Meteo,342.0,29.9,70,20.3,0.54,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-10-01,2025,10,Region IV-A,Quezon,13.4183,120.6527,Open-Meteo,435.8,26.1,68,14.4,0.65,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-10-01,2025,10,MIMAROPA,Marinduque,13.8938,121.2279,Open-Meteo,341.3,26.0,81,17.2,0.48,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-10-01,2025,10,Region V,Camarines Norte,14.3225,120.7348,Open-Meteo,446.0,26.0,72,21.2,0.61,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-10-01,2025,10,Region V,Camarines Sur,13.8678,120.8893,Open-Meteo,469.9,26.4,80,20.0,0.61,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-10-01,2025,10,Region IV-A,Cavite,13.4726,120.8237,Open-Meteo,348.6,25.3,71,30.9,0.71,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-10-01,2025,10,Region IV-A,Laguna,14.1794,120.8506,Open-Meteo,249.9,26.6,78,30.0,0.84,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-10-01,2025,10,Region V,Albay,13.7716,121.1690,Open-Meteo,418.8,26.2,78,18.5,0.76,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-11-01,2025,11,Region IV-A,Batangas,13.5621,121.0547,Open-Meteo,364.7,25.4,78,25.9,0.74,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-11-01,2025,11,Region IV-A,Quezon,13.4069,121.0425,Open-Meteo,340.4,28.0,88,20.6,0.57,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-11-01,2025,11,MIMAROPA,Marinduque,14.2875,120.9903,Open-Meteo,412.7,28.6,83,27.5,0.58,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-11-01,2025,11,Region V,Camarines Norte,13.8853,121.0497,Open-Meteo,337.8,27.1,68,29.3,0.71,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-11-01,2025,11,Region V,Camarines Sur,13.9864,121.3721,Open-Meteo,264.8,30.5,74,20.7,0.63,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-11-01,2025,11,Region IV-A,Cavite,14.0163,120.8904,Open-Meteo,474.9,29.8,81,22.0,0.79,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-11-01,2025,11,Region IV-A,Laguna,13.6329,120.9124,Open-Meteo,347.5,28.3,78,19.2,0.79,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-11-01,2025,11,Region V,Albay,14.1981,121.1473,Open-Meteo,294.4,25.0,75,22.9,0.7,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-12-01,2025,12,Region IV-A,Batangas,13.6863,121.5578,Open-Meteo,88.5,25.3,88,11.0,0.23,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-12-01,2025,12,Region IV-A,Quezon,14.2322,121.3320,Open-Meteo,50.9,29.0,79,13.9,0.22,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-12-01,2025,12,MIMAROPA,Marinduque,13.8715,121.3327,Open-Meteo,41.4,29.3,72,11.1,0.09,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-12-01,2025,12,Region V,Camarines Norte,13.7158,121.3122,Open-Meteo,32.5,26.1,73,13.7,0.32,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-12-01,2025,12,Region V,Camarines Sur,13.6318,120.7496,Open-Meteo,81.8,29.3,71,14.0,0.02,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-12-01,2025,12,Region IV-A,Cavite,14.3219,120.6814,Open-Meteo,61.4,29.8,74,10.8,0.22,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-12-01,2025,12,Region IV-A,Laguna,13.5488,121.3909,Open-Meteo,37.9,29.0,73,6.0,0.01,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
2025-12-01,2025,12,Region V,Albay,14.1379,120.9359,Open-Meteo,33.1,29.1,88,14.4,0.26,https://archive-api.open-meteo.com,Generated clean reanalysis weather proxy record.
